Mould Code,Mould Name,ItemNo,Description
,,SFCUPFLSDO06,CUPBOARD FLO SMALL DOOR - GRASS
,,SFCUPFLSDO07,CUPBOARD FLO SMALL DOOR - BLUE
,,SFCUPFLSDO08,CUPBOARD FLO SMALL DOOR - GREY
.,,,
CUBFLOTPBOT0,CUPBOARD FLO TOP & BOTTOM PLATE 2023,SFCUPFLTBP01,CUPBOARD FLO TOP & BOTTOM PLATE - BLACK
,,SFCUPFLTBP02,CUPBOARD FLO TOP & BOTTOM PLATE - WOOD
,,SFCUPFLTBP03,CUPBOARD FLO TOP & BOTTOM PLATE - FOG
,,SFCUPFLTBP04,CUPBOARD FLO TOP & BOTTOM PLATE - SNOW
.,,,
CUBFLSDBKCN0,CUPBOARD FLO SIDE PNL FULL CON & BACK PNL CON 2023,SFCUPFLBPC01,CUPBOARD FLO BACK PLATE CONNECTOR  - BLACK
,,SFCUPFLBPC02,CUPBOARD FLO BACK PLATE CONNECTOR  - WOOD
,,SFCUPFLBPC03,CUPBOARD FLO BACK PLATE CONNECTOR  - FOG
,,SFCUPFLBPC04,CUPBOARD FLO BACK PLATE CONNECTOR  - SNOW
,,SFCUPFLSC201,CUPBOARD FLO SIDE CONNECTOR 02 - BLACK
,,SFCUPFLSC202,CUPBOARD FLO SIDE CONNECTOR 02 - WOOD
,,SFCUPFLSC203,CUPBOARD FLO SIDE CONNECTOR 02 - FOG
,,SFCUPFLSC204,CUPBOARD FLO SIDE CONNECTOR 02 - SNOW
.,,,
CUBFLSHNDST0,CUPBOARD FLO SMALL HANDLE AND STOPPER  2023,SFCUPFLDST01,CUPBOARD FLO DOOR STOPPER - BLACK
,,SFCUPFLDST02,CUPBOARD FLO DOOR STOPPER - WOOD
,,SFCUPFLDST03,CUPBOARD FLO DOOR STOPPER - FOG
,,SFCUPFLDST04,CUPBOARD FLO DOOR STOPPER - SNOW
,,SFCUPFLRDH01,CUPBOARD FLO ROUND HANDLE - BLACK
,,SFCUPFLRDH02,CUPBOARD FLO ROUND HANDLE - WOOD
,,SFCUPFLRDH03,CUPBOARD FLO ROUND HANDLE - FOG
,,SFCUPFLRDH04,CUPBOARD FLO ROUND HANDLE - SNOW
.,,,
CUBGDBCKPT00,CUPBOARD GRID BACK PLATE 3 2020,SFCUPBP03001,CUPBOARD GRIDE BACK PLATE 3 - BEIGE
,,SFCUPBP03002,CUPBOARD GRIDE BACK PLATE 3 - GREY
,,SFCUPBP03003,CUPBOARD GRIDE BACK PLATE 3 - CREAM
.,,,
CUBGDBTPLT00,CUPBOARD GRID BOTTOM PLATE 2 2020,SFCUPGBP2001,CUPBOARD GRID BOTTOM PLATE 2 - BEIGE
,,SFCUPGBP2002,CUPBOARD GRID BOTTOM PLATE 2 - GREY
,,SFCUPGBP2003,CUPBOARD GRID BOTTOM PLATE 2 - CREAM
.,,,
CUBGDDORPT00,CUPBOARD GRID DOOR PLATE 6 2020,SFCUPDP6A001,CUPBOARD GRIDE DOOR PLATE (NO LOCK) 6A- BEIGE
,,SFCUPDP6A002,CUPBOARD GRIDE DOOR PLATE (NO LOCK) 6A - GREY
,,SFCUPDP6A003,CUPBOARD GRIDE DOOR PLATE (NO LOCK) 6A - CREAM
,,SFCUPDP6B001,CUPBOARD GRIDE DOOR PLATE (TOP LOCK) 6B - BEIGE
,,SFCUPDP6B002,CUPBOARD GRIDE DOOR PLATE (TOP LOCK) 6B - GREY
,,SFCUPDP6B003,CUPBOARD GRIDE DOOR PLATE (TOP LOCK) 6B - CREAM
,,SFCUPDP6C001,CUPBOARD GRIDE DOOR PLATE (BOT LOCK) 6C - BEIGE
,,SFCUPDP6C002,CUPBOARD GRIDE DOOR PLATE (BOT LOCK) 6C - GREY
,,SFCUPDP6C003,CUPBOARD GRIDE DOOR PLATE (BOT LOCK) 6C - CREAM
.,,,
CUBGDDRSDPT0,CUPBOARD GRID DRAWER SIDE PLATE 4C 2020,SFCUPGSP4C01,CUPBOARD GRID DRAWER SIDE PLATE 4C - BEIGE
,,SFCUPGSP4C02,CUPBOARD GRID DRAWER SIDE PLATE 4C - GREY
,,SFCUPGSP4C03,CUPBOARD GRID DRAWER SIDE PLATE 4C - CREAM
.,,,
CUBGDDRWBO00,CUPBOARD GRID DRW BODY 11 2020,SFCUPDB11001,CUPBOARD GRIDE DRAWER BODY 11 - BEIGE
,,SFCUPDB11002,CUPBOARD GRIDE DRAWER BODY 11 - GREY
,,SFCUPDB11003,CUPBOARD GRIDE DRAWER BODY 11 - CREAM
.,,,
CUBGDFNPTDR0,CUPBOARD GRID DRAWER FRONT PLATE 9 2020,SFCUPGFP0901,CUPBOARD GRID DRAWER FRONT PLATE 9 - BEIGE
,,SFCUPGFP0902,CUPBOARD GRID DRAWER FRONT PLATE 9 - GREY
,,SFCUPGFP0903,CUPBOARD GRID DRAWER FRONT PLATE 9 - CREAM
.,,,
CUBGDMDCVR20,CUPBOARD DOOR & DRAWER MIDDLE COVER 2020,SFCUPMC07B01,CUPBOARD DOOR MIDDLE COVER  7B 2020 - BEIGE
,,SFCUPMC07B02,CUPBOARD DOOR MIDDLE COVER 7B 2020 - 8C COOL GREY
,,SFCUPMC07B03,CUPBOARD DOOR MID COVER 7B 2020 - CREAM
,,SFCUPMC10B01,CUPBOARD DRAWER MID COVER 10B 2020 - BEIGE
,,SFCUPMC10B02,CUPBOARD DRAWER MID COVER 10B 2020 - 8C COOL GREY
,,SFCUPMC10B03,CUPBOARD DRAWER MID COVER 10B 2020 - CREAM
.,,,
CUBGDMDPLT00,CUPBOARD GRID MID PLATE 12A 2020,SFCUPGMPNL01,CUPBOARD GRID MID PLATE (NO LOCK ) 12A - BEIGE
,,SFCUPGMPNL02,CUPBOARD GRID MID PLATE (NO LOCK) 12A - GREY
,,SFCUPGMPNL03,CUPBOARD GRID MID PLATE (NO LOCK) 12A - CREAM
,,SFCUPGMPWL01,CUPBOARD GRID MID PLATE (WITH LOCK ) 12B - BEIGE
,,SFCUPGMPWL02,CUPBOARD GRID MID PLATE (WITH LOCK) 12B - GREY
,,SFCUPGMPWL03,CUPBOARD GRID MID PLATE (WITH LOCK) 12B - CREAM
.,,,
CUBGDSDPLT00,CUPBOARD GRID SIDE PLATE 4B 2020,SFCUPGSP4A01,CUPBOARD GRID SIDE PLATE (NO LOCK) 4A - BEIGE
,,SFCUPGSP4A02,CUPBOARD GRID SIDE PLATE (NO LOCK) 4A - GREY
,,SFCUPGSP4A03,CUPBOARD GRID SIDE PLATE (NO LOCK) 4A - CREAM
,,SFCUPGSP4B01,CUPBOARD GRID SIDE PLATE (WITH LOCK) 4B - BEIGE
,,SFCUPGSP4B02,CUPBOARD GRID SIDE PLATE (WITH LOCK) 4B - GREY
,,SFCUPGSP4B03,CUPBOARD GRID SIDE PLATE (WITH LOCK) 4B - CREAM
.,,,
CUBGDTBCVR20,CUPBOARD DOOR & DRAWER TOP & BOTTOM COVER 2020,SFCUPDB07A01,CUPBOARD DOOR TOP & BOTTOM COVER  7A 2020 - BEIGE
,,SFCUPDB07A02,CUPBOARD DOOR TP & BOT COV  7A 2020 - 8C COOL GREY
,,SFCUPDB07A03,CUPBOARD DOOR TOP & BOT COVER  7A 2020 - CREAM
,,SFCUPDB10A01,CUPBOARD DRAWER TOP & BOT COVER 10A 2020 - BEIGE
,,SFCUPDB10A02,CUPBOARD DRAWER TP & BOT COV 10A 2020 8C COOL GREY
,,SFCUPDB10A03,CUPBOARD DRAWER TOP & BOT COVER 10A 2020 - CREAM
,,SFCUPGDC1001,CUPBOARD GRID DRAWER COVER TOP & BOTˇ 10A - BEIGE
,,SFCUPGDC1002,CUPBOARD GRID DRAWER COVER TOP & BOT ˇ10A - GREY
,,SFCUPGDC1003,CUPBOARD GRID DRAWER COVER TOP & BOTˇ 10A - CREAM
,,SFCUPGDC7A01,CUPBOARD GRID DOOR COVER TOP & BOTˇ 7A - BEIGE
,,SFCUPGDC7A02,CUPBOARD GRID DOOR COVER TOP & BOTˇ 7A - GREY
,,SFCUPGDC7A03,CUPBOARD GRID DOOR COVER TOP & BOTˇ 7A - CREAM
.,,,
CUBGDTPPLT00,CUPBOARD GRID TOP PLATE 5 2020,SFCUPGTP5001,CUPBOARD GRID TOP PLATE 5 - BEIGE
,,SFCUPGTP5002,CUPBOARD GRID TOP PLATE 5 - GREY
,,SFCUPGTP5003,CUPBOARD GRID TOP PLATE 5 - CREAM
.,,,
DECBX10LTBT0,DECORATIVE BOX 10LT BOTTOM,SFDCBXB10001,DECORATIVE BOX 10LT BOTTOM - BITTER CHOCOLATE
,,SFDCBXB10002,DECORATIVE BOX 10LT BOTTOM - ALLOY
,,SFDCBXB10004,DECORATIVE BOX 10LT BOTTOM - LT. VIOLET (LID MAUVE
,,SFDCBXB10005,DECORATIVE BOX 10LT BOTTOM - YELLOW
,,SFDCBXB10006,DECORATIVE BOX 10LT BOTTOM - SEAFOAM GREEN
,,SFDCBXB10008,DECORATIVE BOX 10LT BOTTOM - PYTHON
,,SFDCBXB10009,DECORATIVE BOX 10LT BOTTOM - FOG
.,,,
DECBX10LTTP0,DECORATIVE BOX 10LT TOP,SFDCBXT10001,DECORATIVE BOX 10LT TOP - BITTER CHOCOLATE
,,SFDCBXT10002,DECORATIVE BOX 10LT TOP - ALLOY
,,SFDCBXT10006,DECORATIVE BOX 10LT TOP - SEAFOAM GREEN
,,SFDCBXT10008,DECORATIVE BOX 10LT TOP - PYTHON
,,SFDCBXT10009,DECORATIVE BOX 10LT TOP - FOG
.,,,
DECBX25LTBT0,DECORRATIVE BOX 25LT BOTTOM,SFDCBXB25001,DECORATIVE BOX 25LT BOTTOM - BITTER CHOCOLATE
,,SFDCBXB25002,DECORATIVE BOX 25LT BOTTOM - ALLOY
,,SFDCBXB25003,DECORATIVE BOX 25LT BOTTOM - LT. GREEN
,,SFDCBXB25006,DECORATIVE BOX 25LT BOTTOM - SEAFOAM GREEN
,,SFDCBXB25008,DECORATIVE BOX 25LT BOTTOM - PYTHON
.,,,
DECBX25LTTP0,DECORRATIVE BOX 25LT TOP,SFDCBXT25001,DECORATIVE BOX 25LT TOP - BITTER CHOCOLATE
,,SFDCBXT25002,DECORATIVE BOX 25LT TOP - ALLOY
,,SFDCBXT25006,DECORATIVE BOX 25LT TOP - SEAFOAM GREEN
,,SFDCBXT25008,DECORATIVE BOX 25LT TOP - PYTHON
,,SFDCBXT25009,DECORATIVE BOX 25LT TOP - FOG
.,,,
DUOCHRSHL001,DUO CHAIR SHELL 2024,SFCHRDUOS001,DUO CHAIR SHELL - CARRARA
,,SFCHRDUOS002,DUO CHAIR SHELL - PEPPERMINT
,,SFCHRDUOS003,DUO CHAIR SHELL - STONE
,,SFCHRDUOS004,DUO CHAIR SHELL - RUBY
,,SFCHRDUOS016,DUO CHAIR SHELL - BEGIE TEA
,,SFCHRDUOS017,DUO CHAIR SHELL - GREIGE TEA
,,SFCHRDUOS018,DUO CHAIR SHELL - BROWN TEA
.,,,
DUOCHRWDBS01,CHAIR BASE 01 (WOODEN LEGS) 2024,SFCHRDUOS008,CHAIR BASE 01 (WOODEN LEGS) - GREY
,,SFCHRDUOS009,CHAIR BASE 02 (SWIVEL) - GREY
.,,,
DUOCUSNSHL01,DUO CUSION SHELL 2024,SFCHRDUOS014,DUO CUSION SHELL - RUBY
,,SFCHRDUOS015,DUO CUSION SHELL - BLACK
.,,,
DUOLFTHAND01,DUO LIFTING HANDLE 2024,SFCHRDUOS010,DUO LIFTING HANDLE - CARRARA
,,SFCHRDUOS011,DUO LIFTING HANDLE - PEPPERMINT
,,SFCHRDUOS012,DUO LIFTING HANDLE - STONE
,,SFCHRDUOS013,DUO LIFTING HANDLE - RUBY
.,,,
DUOSHLINS001,DUO CHAIR SHELL INSERT & BASE BUSH 2024,SFCHRDUOS005,DUO CHAIR SHELL INSERT - GREY
,,SFCHRDUOS006,DUO CHAIR BASE BUSH 01 - GREY
,,ENGNINHU0011,INDUCTION HEATING UNIT
.,,,
FDCVLGBT0000,FOOD COVER LARGE,SFFUDLRGE005,FOOD COVER LARGE - L/GREEN
,,SFFUDLRGE011,FOOD COVER LARGE - MARBLE GREY
,,SFFUDLRGE012,FOOD COVER LARGE - GREY (ALLOY)
.,,,
FDCVLGHD0000,FOOD COVER RING,SFFUDRING001,FOOD COVER RING - OTHERS
.,,,
FDCVLGHD0001,FOOD COVER RING 2021,SFFUDRING004,FOOD COVER RING NEW (4CV) - MARBLE GREY
,,SFFUDRING005,FOOD COVER RING NEW (4CV) - GREY (ALLOY)
.,,,
FDCVLGSQHD00,FOOD COVER NEW SQURE HANDLE,SFFUDSQHN001,FOOD COVER NEW SQ. HANDLE - MARBLE GRAY
,,SFFUDSQHN002,FOOD COVER NEW SQ. HANDLE - GREY (ALLOY)
,,SFFUDSQRE001,FOOD COVER NEW SQ. HANDLE - WH
.,,,
FDCVSQ201200,FOOD COVER SQURE 2012,SFFUDSQRE006,FOOD COVER SQ.2012 - MARBLE GREY
,,SFFUDSQRE007,FOOD COVER SQ.2012 - GREY (ALLOY)
.,,,
FLPT14213800,FLOWER POT (D142XH138),FGPOTFLWR020,FLOWER POT (D142XH138)-BLACK
,,FGPOTLELN032,FLOWER POT (D142XH138)-BLACK(HDPE)
,,FGPOTLELN033,FLOWER POT (D142XH138)-BLACK (HDPE)
.,,,
FLPT17016800,FLOWER POT (D170XH168),FGPOTFLWR015,FLOWER POT (D170XH168)-BLACK
,,FGPOTLELN031,FLOWER POT (D170XH168)-BLACK(HDPE)
.,,,
FLPT24017500,FLOWER POT (D240XH175),FGPOTLELN030,FLOWER POT (D240XH175)-BLACK(HDPE)
.,,,
FLPT28723000,FLOWER POT (D287XH230),FGPOTFLWR005,FLOWER POT (D287XH230)-BLACK
.,,,
FLPTGRO12L00,FLOWER POT GRO 12L 2023,SFPOTFGR1201,FLOWER POT GRO 12L (L) - NIGHT
,,SFPOTFGR1202,FLOWER POT GRO 12L (L) - DESERTˇ
,,SFPOTFGR1203,FLOWER POT GRO 12L (L) - HIBISCUSˇ
,,SFPOTFGR1204,FLOWER POT GRO 12L (L) - INDIKˇ
,,SFPOTFGR1205,FLOWER POT GRO 12L (L) PHX01 - NIGHT
,,SFPOTFGR1206,FLOWER POT GRO 12L (L)-BEIGE TEA
,,SFPOTFGR1207,FLOWER POT GRO 12L (L)-GREIGE TEA
,,SFPOTFGR1208,FLOWER POT GRO 12L (L)-BROWN TEA
.,,,
FLPTGRO27L00,FLOWER POT GRO 27L 2023,SFPOTFGR2701,FLOWER POT GRO 27L (XL) - NIGHT
,,SFPOTFGR2702,FLOWER POT GRO 27L (XL) - DESERT
,,SFPOTFGR2703,FLOWER POT GRO 27L (XL) - HIBISCUS
,,SFPOTFGR2704,FLOWER POT GRO 27L (XL) - INDIK
,,SFPOTFGR2705,FLOWER POT GRO 27L (XL) - BEIGE TEA
,,SFPOTFGR2706,FLOWER POT GRO 27L (XL) - GREIGE TEA
,,SFPOTFGR2707,FLOWER POT GRO 27L (XL) - BROWN TEA
.,,,
FLPTGRO4L000,FLOWER POT GRO 4L 2023,SFPOTFGR0401,FLOWER POT GRO 4L (S) - NIGHT
,,SFPOTFGR0402,FLOWER POT GRO 4L (S) - DESERT
,,SFPOTFGR0403,FLOWER POT GRO 4L (S) - HIBISCUS
,,SFPOTFGR0404,FLOWER POT GRO 4L (S) - INDIK
,,SFPOTFGR0405,FLOWER POT GRO 4L (S) PHX01- NIGHT
,,SFPOTFGR0406,FLOWER POT GRO 4L (S) - BEIGE TEA
,,SFPOTFGR0407,FLOWER POT GRO 4L (S) - GREIGE TEA
,,SFPOTFGR0408,FLOWER POT GRO 4L (S) - BROWN TEA
.,,,
FLPTGRO8L000,FLOWER POT GRO 8L 2023,SFPOTFGR0801,FLOWER POT GRO 8L (M) - NIGHT
,,SFPOTFGR0802,FLOWER POT GRO 8L (M) - DESERT
,,SFPOTFGR0803,FLOWER POT GRO 8L (M) - HIBISCUS
,,SFPOTFGR0804,FLOWER POT GRO 8L (M) - INDIK
,,SFPOTFGR0805,FLOWER POT GRO 8L (M) PHX01- NIGHT
,,SFPOTFGR0806,FLOWER POT GRO 8L (M) - BEIGE TEA
,,SFPOTFGR0807,FLOWER POT GRO 8L (M) - GREIGE TEA
,,SFPOTFGR0808,FLOWER POT GRO 8L (M) - BROWN TEA
.,,,
FLPTGROTRML0,FLOWER POT GRO TRAY M & L 2023,SFPOTFGTML01,FLOWER POT GRO TRAY M & L -NIGHT
,,SFPOTFGTML02,FLOWER POT GRO TRAY M & L -DESERT
,,SFPOTFGTML03,FLOWER POT GRO TRAY M & L -HIBISCUS
,,SFPOTFGTML04,FLOWER POT GRO TRAY M & L -INDIK
,,SFPOTFGTML05,FLOWER POT GRO TRAY M & L PHX01 -NIGHT
,,SFPOTFGTML06,FLOWER POT GRO TRAY M & L 2023-BEIGE TEA
,,SFPOTFGTML07,FLOWER POT GRO TRAY M & L 2023-GREIGE TEA
,,SFPOTFGTML08,FLOWER POT GRO TRAY M & L 2023-BROWN TEA
.,,,
FLPTGROTRSM0,FLOWER POT GRO TRAY SMALL 2023,SFPOTFGTSM01,FLOWER POT GRO TRAY SMALL -NIGHT
,,SFPOTFGTSM02,FLOWER POT GRO TRAY SMALL -DESERT
,,SFPOTFGTSM03,FLOWER POT GRO TRAY SMALL -HIBISCUS
,,SFPOTFGTSM04,FLOWER POT GRO TRAY SMALL -INDIK
,,SFPOTFGTSM05,FLOWER POT GRO TRAY SMALL PHX01 -NIGHT 
,,SFPOTFGTSM06,FLOWER POT GRO TRAY SMALL - BEIGE TEA
,,SFPOTFGTSM07,FLOWER POT GRO TRAY SMALL - GREIGE TEA
,,SFPOTFGTSM08,FLOWER POT GRO TRAY SMALL - BROWN TEA
.,,,
FLPTGROTRXL0,FLOWER POT GRO TRAY XL 2023,SFPOTFGTXL01,FLOWER POT GRO TRAY XL - NIGHT
,,SFPOTFGTXL02,FLOWER POT GRO TRAY XL - DESERT
,,SFPOTFGTXL03,FLOWER POT GRO TRAY XL - HIBISCUS
,,SFPOTFGTXL04,FLOWER POT GRO TRAY XL - INDIK
,,SFPOTFGTXL05,FLOWER POT GRO TRAY XL - BEIGE TEA
,,SFPOTFGTXL06,FLOWER POT GRO TRAY XL - GREIGE TEA
,,SFPOTFGTXL07,FLOWER POT GRO TRAY XL - BROWN TEA
.,,,
FLPTR1421380,FLOWE POT 300X225 ROSE 2012,FGPOTFLWR024,FLOWE P 300X225 ROSE2012 (EC)-D/BRO
,,FGPOTFLWR025,FLOWE P 300X225 ROSE2012-(EC)-BLACK
,,FGPOTFLWR032,FLOWE P 300X225 ROSE2012 - WHITE
,,FGPOTFLWR034,FLOWE P 300X225 ROSE2012 PHX01 - BLACK (DESICCANT MIX)
.,,,
GBGB038LLBT0,PHOENIX TOUGH 38LT BOTTOM,SFTHO38BOT01,PHOENIX TOUGH 38LT BOTTOM - RED
,,SFTHO38BOT02,PHOENIX TOUGH 38LT BOTTOM - BLUE
,,SFTHO38BOT03,PHOENIX TOUGH 38LT BOTTOM - GREEN
,,SFTHO38BOT04,PHOENIX TOUGH 38LT BOTTOM - ORANGE
,,SFTHO38BOT05,PHOENIX TOUGH 38LT BOTTOM - YELLOW
,,SFTHO38BOT06,PHOENIX TOUGH 38LT BOTTOM - BLACK
.,,,
GBGB038LLTP0,PHOENIX TOUGH 38LT LID,SFTHO38LID01,PHOENIX TOUGH 38LT LID - RED
,,SFTHO38LID02,PHOENIX TOUGH 38LT LID - BLUE
,,SFTHO38LID03,PHOENIX TOUGH 38LT LID - GREEN
,,SFTHO38LID04,PHOENIX TOUGH 38LT LID - ORANGE
,,SFTHO38LID05,PHOENIX TOUGH 38LT LID - YELLOW
,,SFTHO38LID06,PHOENIX TOUGH 38LT LID - BLACK
.,,,
GBGB076LLBT0,PHOENIX TOUGH 76LT BOTTOM,SFTHO76BOT01,PHOENIX TOUGH 76LT BOTTOM - RED
,,SFTHO76BOT02,PHOENIX TOUGH 76LT BOTTOM - BLUE
,,SFTHO76BOT03,PHOENIX TOUGH 76LT BOTTOM - GREEN
,,SFTHO76BOT04,PHOENIX TOUGH 76LT BOTTOM - ORANGE
,,SFTHO76BOT05,PHOENIX TOUGH 76LT BOTTOM - YELLOW
,,SFTHO76BOT06,PHOENIX TOUGH 76LT BOTTOM - BLACK
.,,,
GBGB076LLTP0,PHOENIX TOUGH 76LT LID,SFTHO76LID01,PHOENIX TOUGH 76LT LID - RED
,,SFTHO76LID02,PHOENIX TOUGH 76LT LID - BLUE
,,SFTHO76LID03,PHOENIX TOUGH 76LT LID - RED
,,SFTHO76LID04,PHOENIX TOUGH 76LT LID - BLUE
,,SFTHO76LID05,PHOENIX TOUGH 76LT LID - GREEN
,,SFTHO76LID06,PHOENIX TOUGH 76LT LID - ORANGE
,,SFTHO76LID07,PHOENIX TOUGH 76LT LID - YELLOW
,,SFTHO76LID08,PHOENIX TOUGH 76LT LID - BLACK
.,,,
GBGB10PUIB00,10L PEDAL BIN IN BOT 2020,SFPEDB10I001,PEDAL BIN 10L INNER BOTTOM 2020 - BLACK
,,SFPEDB10I002,PEDAL BIN 10L INNER BOTTOM 2020 - ORANGE RAL 2002
,,SFPEDB10I003,PEDAL BIN 10L INNER BOTTOM 2020 - YELLOW 219220275
,,SFPEDB10I004,PEDAL BIN 10L INNER BOTTOM 2020 - AQUA BLUE
,,SFPEDB10I005,PEDAL BIN 10L INNER BOTTOM 2020 - GREEN 219770764
,,SFPEDB10I007,PEDAL BIN 10L INNER BOTTOM 2020 - ORANGE
,,SFPEDB10I009,PEDAL BIN 10L INNER BOTTOM 2020 - BROWN
.,,,
GBGB10PULD00,10L PEDAL BIN LID 2020,SFPEDB10L001,PEDAL BIN 10L LID 2020 - BLACK
,,SFPEDB10L002,PEDAL BIN 10L LID 2020 - ORANGE RAL 2002
,,SFPEDB10L003,PEDAL BIN 10L LID 2020 - YELLOW 219220275
,,SFPEDB10L004,PEDAL BIN 10L LID 2020 - AQUA BLUE
,,SFPEDB10L005,PEDAL BIN 10L LID 2020 - GREEN 219770764
,,SFPEDB10L006,PEDAL BIN 10L LID 2020 - ORANGE
,,SFPEDB10L008,PEDAL BIN 10L LID 2020 - BROWN
.,,,
GBGB10PUOB00,10L PEDAL BIN OUT BOT 2020,SFPEDB10O001,PEDAL BIN 10L OUTER BOTTOM 2020 - GRAY 8C COOL
,,SFPEDB10O002,PEDAL BIN 10L OUTER BOTTOM 2020 - SALMON PINK
,,SFPEDB10O003,PEDAL BIN 10L OUTER BOTTOM 2020 - YELLOW 170505
,,SFPEDB10O004,PEDAL BIN 10L OUTER BOTTOM 2020 - GREEN 219770812
,,SFPEDB10O005,PEDAL BIN 10L OUTER BOTTOM 2020 - CLEAR
,,SFPEDB10O006,PEDAL BIN 10L OUTER BOTTOM 2020 - ORANGE
,,SFPEDB10O008,PEDAL BIN 10L OUTER BOTTOM 2020 - BROWN
.,,,
GBGB120LTBT0,TRASH BIN 120LT BOTTOM - 2018,SFBINBRL1200,TRASH BIN 120LT BOTTOM 2018 -GREEN
,,SFBINBRL1201,TRASH BIN 120LT BOTTOM 2018 -BLUE
,,SFBINBRL1202,TRASH BIN 120LT BOTTOM 2018 -RED
,,SFBINBRL1203,TRASH BIN 120LT BOTTOM 2018 -ORANGE
,,SFBINBRL1204,TRASH BIN 120LT BOTTOM 2018 -YELLOW
,,SFBINBRL1205,TRASH BIN 120LT BOTTOM 2018 -BLACK
.,,,
GBGB120LTCP0,TRASH BIN 120LT HINGE CLIP - 2018,SFBINTRC1200,TRASH BIN 120LT HINGE CLIP 2018 - GREEN
,,SFBINTRC1201,TRASH BIN 120LT HINGE CLIP 2018 - BLUE
,,SFBINTRC1202,TRASH BIN 120LT HINGE CLIP 2018 - RED
,,SFBINTRC1203,TRASH BIN 120LT HINGE CLIP 2018 - ORANGE
,,SFBINTRC1204,TRASH BIN 120LT HINGE CLIP 2018 - YELLOW
,,SFBINTRC1205,TRASH BIN 120LT HINGE CLIP 2018 - BLACK
.,,,
GBGB120LTTP0,TRASH BIN 120LT LID - 2018,SFBINTRL1200,TRASH BIN 120LT LID 2018 - GREEN
,,SFBINTRL1201,TRASH BIN 120LT LID 2018 - BLUE
,,SFBINTRL1202,TRASH BIN 120LT LID 2018 - RED
,,SFBINTRL1203,TRASH BIN 120LT LID 2018 - ORANGE
,,SFBINTRL1204,TRASH BIN 120LT LID 2018 - YELLOW
,,SFBINTRL1205,TRASH BIN 120LT LID 2018 - BLACK
.,,,
GBGB121LLBT0,PHOENIX TOUGH 121LT BOTTOM,SFTHO12BOT01,PHOENIX TOUGH 121LT BOTTOM - RED
,,SFTHO12BOT02,PHOENIX TOUGH 121LT BOTTOM - BLUE
,,SFTHO12BOT03,PHOENIX TOUGH 121LT BOTTOM - GREEN
,,SFTHO12BOT04,PHOENIX TOUGH 121LT BOTTOM - ORANGE
,,SFTHO12BOT05,PHOENIX TOUGH 121LT BOTTOM - YELLOW
,,SFTHO12BOT06,PHOENIX TOUGH 121LT BOTTOM - BLACK
.,,,
GBGB121LLTP0,PHOENIX TOUGH 121LT LID,SFTHO12LID01,PHOENIX TOUGH 121LT LID - RED
,,SFTHO12LID02,PHOENIX TOUGH 121LT LID - BLUE
,,SFTHO12LID03,PHOENIX TOUGH 121LT LID - GREEN
,,SFTHO12LID04,PHOENIX TOUGH 121LT LID - ORANGE
,,SFTHO12LID05,PHOENIX TOUGH 121LT LID - YELLOW
,,SFTHO12LID06,PHOENIX TOUGH 121LT LID- BLACK
.,,,
GBGB14OVHD00,PEDAL BIN OVAL 14L HANDLE,SFBINPEDL087,PEDAL BIN  OVAL 14L HANDLE - BROWN
,,SFBINPEDL158,PEDAL BIN  OVAL 14L HANDLE ? YELLOW
,,SFBINPEDL168,PEDAL BIN  OVAL 14L HANDLE ? SILVER
.,,,
GBGB14OVIB00,PEDAL BIN OVAL 14L INNER TUB,SFBINPEDL077,PEDAL BIN OVAL 14L INNER TUB - BEIGE
,,SFBINPEDL130,PEDAL BIN OVAL 14L INNER TUB - SILVER (NEW)
,,SFBINPEDL160,PEDAL BIN OVAL 14L INNER TUB - PEARL BLUE    SFBIN
,,SFPEDB10I006,PEDAL BIN 10L INNER BOTTOM PHX01 2020 - BLACK
.,,,
GBGB14OVOB00,PEDAL BIN OVAL 14L OUTER TUB,SFBINPEDL079,PEDAL BIN OVAL 14L OUTER TUB - BROWN
,,SFBINPEDL152,PEDAL BIN OVAL 14L OUTER TUB-DARK BLUE
,,SFBINPEDL153,PEDAL BIN OVAL 14L OUTER TUB-DARK GREEN
,,SFBINPEDL154,PEDAL BIN OVAL 14L OUTER TUB-RED
,,SFBINPEDL155,PEDAL BIN OVAL 14L OUTER TUB-YELLOW
,,SFBINPEDL156,PEDAL BIN OVAL 14L OUTER TUB-BLACK
.,,,
GBGB14OVPL00,PEDAL BIN  OVAL 14L PADDLE & LEVER,SFBINPEDL084,PEDAL BIN  OVAL 14L PADDLE & LEVER - SILVER
,,SFBINPEDL085,PEDAL BIN  OVAL 14L PADDLE & LEVER - BEIGE
,,SFBINPEDL159,PEDAL BIN  OVAL 14L PADDLE & LEVER - ORANGE
.,,,
GBGB14OVTP00,PEDAL BIN OVAL 14L LID,SFBINPEDL082,PEDAL BIN OVAL 14L LID - BROWN
,,SFBINPEDL134,PEDAL BIN OVAL 14L LID ? DARK BLUE
,,SFBINPEDL135,PEDAL BIN OVAL 14L LID ? RED
,,SFBINPEDL136,PEDAL BIN OVAL 14L LID ? DARK GREEN
,,SFBINPEDL137,PEDAL BIN OVAL 14L LID ? YELLOW
,,SFBINPEDL139,PEDAL BIN OVAL 14L LID ? BLACK
.,,,
